,index,ul_lon,ul_lat,ul_z,ur_lon,ur_lat,ur_z,lr_lon,lr_lat,lr_z,ll_lon,ll_lat,ll_z,s_slip_m,d_slip_m,slip_m,s_slip_m_err,d_slip_m_err,slip_m_err,lon_center,lat_center,easting_utm48,northing_utm48,z_center,ul_east,ul_north,ur_east,ur_north,strike,dip,fault_seg,xx_stress,yy_stress,zz_stress,xy_stress,xz_stress,yz_stress,x_pixel,y_pixel,z_pixel,sig_nn,tau_dd,tau_ss,tau_cs
10,2071,105.51,32.673,0.0,105.477,32.650999999999996,0.0,105.469,32.656,2.8,105.501,32.679,2.8,0.0,0.2,0.2,0.0,0.03,0.03,105.48925,32.66475,545875.9934933509,3614227.8106528837,1.4,547817.3063323312,3615151.530801965,544734.1720681107,3612698.317813715,218.50884567786383,70.85927873273722,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1405.8275542500292,702.8945723320139,-0.45100000000000007,0.0,0.0,0.0,0.0
11,2072,105.477,32.650999999999996,0.0,105.444,32.628,0.0,105.436,32.634,2.8,105.469,32.656,2.8,0.0,0.0,0.0,0.0,0.0,0.0,105.4565,32.64225,542815.7859107986,3611719.8838153374,1.4,544734.1720681107,3612698.317813715,541649.9848123831,3610135.23005754,219.7279895439584,71.30921318594017,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1402.219970512252,699.9380552230932,-0.45100000000000007,0.0,0.0,0.0,0.0
12,2073,105.444,32.628,0.0,105.411,32.605,0.0,105.40299999999999,32.611,2.8,105.436,32.634,2.8,0.91,0.0,0.91,0.14,0.0,0.14,105.42350000000002,32.6195,539730.6959897669,3609185.1154433563,1.4,541649.9848123831,3610135.23005754,538564.2129521425,3607573.122621915,219.702750866521,70.52559775280703,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1398.583053757929,696.9498954623223,-0.45100000000000007,0.0,0.0,0.0,0.0
13,2074,105.411,32.605,0.0,105.37799999999999,32.583,0.0,105.37,32.588,2.8,105.40299999999999,32.611,2.8,1.28,1.41,1.9,0.1,0.14,0.17,105.3905,32.59674999999999,536644.0392406945,3606651.3265170055,1.4,538564.2129521425,3607573.122621915,535476.463741621,3605122.848158649,218.43365649022724,71.38624382632399,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1394.9442899186588,693.9628903396051,-0.45100000000000007,0.0,0.0,0.0,0.0
14,2075,105.37799999999999,32.583,0.0,105.345,32.56,0.0,105.337,32.566,2.8,105.37,32.588,2.8,1.2,1.68,2.07,0.08,0.19,0.21,105.3575,32.57425,533555.7236265736,3604146.229347125,1.4,535476.463741621,3605122.848158649,532387.5605705546,3602562.6975924675,219.6526827496836,71.30414034048292,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1391.3035704948702,691.0097090380696,-0.45100000000000007,0.0,0.0,0.0,0.0
15,2076,105.345,32.56,0.0,105.31200000000001,32.537,0.0,105.303,32.543,2.8,105.337,32.566,2.8,0.0,0.52,0.52,0.0,0.12,0.12,105.32425,32.551500000000004,530442.4734930719,3601614.324506651,1.4,532387.5605705546,3602562.6975924675,529297.0760318469,3600003.5241602995,219.62753077288482,69.97964365273036,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1387.6334565400894,688.0249250057154,-0.45100000000000007,0.0,0.0,0.0,0.0
16,2077,105.31200000000001,32.537,0.0,105.279,32.514,0.0,105.27,32.52,2.8,105.303,32.543,2.8,0.0,0.0,0.0,0.0,0.02,0.02,105.291,32.5285,527327.7236079947,3599055.697507362,1.4,529297.0760318469,3600003.5241602995,526205.0112131473,3597445.326789607,219.60240794836812,69.44077395865447,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1383.9615745747246,685.0086390497236,-0.45100000000000007,0.0,0.0,0.0,0.0
17,2078,105.279,32.514,0.0,105.24600000000001,32.492,0.0,105.23700000000001,32.498000000000005,2.8,105.27,32.52,2.8,0.0,0.59,0.59,0.09,0.07,0.11,105.258,32.506,524234.7313021268,3596553.5433327868,1.4,526205.0112131473,3597445.326789607,523111.1115335911,3594998.9559293035,218.33369994311963,69.53291540679093,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1380.3153419441878,682.0589271540102,-0.45100000000000007,0.0,0.0,0.0,0.0
18,2079,105.24600000000001,32.492,0.0,105.213,32.469,0.0,105.204,32.475,2.8,105.23700000000001,32.498000000000005,2.8,1.39,0.25,1.41,0.13,0.09,0.16,105.225,32.48350000000001,521140.1946786626,3594052.36303804,1.4,523111.1115335911,3594998.9559293035,520015.9238435168,3592442.7069391436,219.55256839251442,69.43712081548294,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1376.6672887655695,679.1103633349999,-0.45100000000000007,0.0,0.0,0.0,0.0
19,2080,105.213,32.469,0.0,105.18,32.446999999999996,0.0,105.171,32.452,2.8,105.204,32.475,2.8,0.85,0.0,0.85,0.11,0.02,0.11,105.19200000000001,32.46075,518044.16459635453,3591524.4428636143,1.4,520015.9238435168,3592442.7069391436,516918.972235531,3589998.281321374,218.2840517548851,70.31591300045484,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1373.0174749946727,676.1302767017755,-0.45100000000000007,0.0,0.0,0.0,0.0
20,2081,105.18,32.446999999999996,0.0,105.147,32.424,0.0,105.13799999999999,32.43,2.8,105.171,32.452,2.8,1.3,0.0,1.3,0.07,0.0,0.07,105.15899999999999,32.43825,514946.5337875104,3589025.2072782973,1.4,516918.972235531,3589998.281321374,513820.6658152731,3587443.976451665,219.502842300061,70.20534492130687,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1369.3657741769457,673.1840054403528,-0.45100000000000007,0.0,0.0,0.0,0.0
21,2082,105.147,32.424,0.0,105.11399999999999,32.400999999999996,0.0,105.10600000000001,32.407,2.8,105.13799999999999,32.43,2.8,3.31,0.0,3.31,0.18,0.0,0.18,105.12625,32.415499999999994,511870.90112840704,3586499.2576656006,1.4,513820.6658152731,3587443.976451665,510720.7844214771,3584890.642271933,219.47786362461238,69.96882548107335,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1365.7400062951792,670.2062418411892,-0.45100000000000007,0.0,0.0,0.0,0.0
22,2083,105.11399999999999,32.400999999999996,0.0,105.081,32.379,0.0,105.073,32.384,2.8,105.10600000000001,32.407,2.8,2.14,1.26,2.49,0.09,0.06,0.11,105.0935,32.39275,508793.722834011,3583974.2634398662,1.4,510720.7844214771,3584890.642271933,507619.24520461005,3582449.126838625,218.2096359957333,71.37183104000492,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1362.112416311939,667.2296045180633,-0.45100000000000007,0.0,0.0,0.0,0.0
23,2084,105.081,32.379,0.0,105.04799999999999,32.356,0.0,105.04,32.361999999999995,2.8,105.073,32.384,2.8,1.11,3.35,3.53,0.12,0.08,0.14,105.0605,32.37025,505691.46575012454,3581477.9224606045,1.4,507619.24520461005,3582449.126838625,504516.25129158143,3579897.730335236,219.4283084431402,71.28880601758453,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1358.4552617221525,664.2867456178774,-0.45100000000000007,0.0,0.0,0.0,0.0
24,2085,105.04799999999999,32.356,0.0,105.015,32.333,0.0,105.007,32.339,2.8,105.04,32.361999999999995,2.8,3.8,0.79,3.88,0.15,0.05,0.16,105.0275,32.3475,502587.6775435646,3578954.836847292,1.4,504516.25129158143,3579897.730335236,501411.6855622278,3577347.3012645375,219.40341636836757,70.50444781880209,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1354.7963021393684,661.3123582986968,-0.45100000000000007,0.0,0.0,0.0,0.0
25,2086,105.015,32.333,0.0,104.98200000000001,32.31,0.0,104.97399999999999,32.316,2.8,105.007,32.339,2.8,7.25,0.0,7.25,0.11,0.0,0.11,104.9945,32.3245,499482.3335945159,3576405.0058331206,1.4,501411.6855622278,3577347.3012645375,498305.5490775714,3574797.8385302355,219.3785534127647,70.50264455858232,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1351.1355085400514,658.3064416565549,-0.45100000000000007,0.0,0.0,0.0,0.0
26,2087,104.98200000000001,32.31,0.0,104.949,32.288000000000004,0.0,104.941,32.294000000000004,2.8,104.97399999999999,32.316,2.8,9.25,0.0,9.25,0.0,0.0,0.0,104.9615,32.30200000000001,496375.4391970847,3573911.564444653,1.4,498305.5490775714,3574797.8385302355,495197.8956006239,3572360.1885487167,218.11071251898633,70.56813585789567,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1347.4728871652574,655.3670009939606,-0.45100000000000007,0.0,0.0,0.0,0.0
27,2088,104.949,32.288000000000004,0.0,104.916,32.265,0.0,104.90700000000001,32.271,2.8,104.941,32.294000000000004,2.8,9.15,0.1,9.15,0.04,0.02,0.04,104.92825000000002,32.2795,493243.46764637367,3571419.1030464214,1.4,495197.8956006239,3572360.1885487167,492088.6548243668,3569812.654816145,219.32922652299237,69.95792400466146,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1343.780703112795,652.4287156114383,-0.45100000000000007,0.0,0.0,0.0,0.0
28,2089,104.916,32.265,0.0,104.883,32.242,0.0,104.874,32.248000000000005,2.8,104.90700000000001,32.271,2.8,7.82,3.0,8.38,0.11,0.08,0.14,104.895,32.2565,490109.8960141683,3568872.1958449865,1.4,492088.6548243668,3569812.654816145,488977.84641456924,3567266.0841314564,219.30445012373247,69.41854852390351,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1340.0866327739213,649.4262457613836,-0.45100000000000007,0.0,0.0,0.0,0.0
29,2090,104.883,32.242,0.0,104.85,32.22,0.0,104.84100000000001,32.226,2.8,104.874,32.248000000000005,2.8,5.77,5.97,8.3,0.11,0.08,0.14,104.862,32.233999999999995,486998.3702798608,3566381.6586613813,1.4,488977.84641456924,3567266.0841314564,485865.6261425588,3564831.3218547273,218.03689843345364,69.51195915705698,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1336.41855165983,646.4902287757618,-0.45100000000000007,0.0,0.0,0.0,0.0
30,2091,104.85,32.22,0.0,104.823,32.195,0.0,104.815,32.202,2.8,104.84299999999999,32.227,2.8,2.75,4.76,5.5,0.08,0.1,0.13,104.83275,32.211,484238.61877938616,3563836.103264545,1.4,485865.6261425588,3564831.3218547273,483316.87281222537,3562064.0347339013,227.35401103972347,69.53285589319425,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1333.165166271799,643.4893525261919,-0.45100000000000007,0.0,0.0,0.0,0.0
31,2092,104.823,32.195,0.0,104.796,32.17,0.0,104.788,32.177,2.8,104.815,32.202,2.8,1.3,4.24,4.44,0.1,0.08,0.13,104.8055,32.186,481665.60429471853,3561069.269255795,1.4,483316.87281222537,3562064.0347339013,480766.72948082327,3559297.3940288713,227.33177361789174,68.90916238409554,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1330.1319193558465,640.2276177889789,-0.45100000000000007,0.0,0.0,0.0,0.0
32,2093,104.796,32.17,0.0,104.76799999999999,32.145,0.0,104.76100000000001,32.152,2.8,104.788,32.177,2.8,4.65,4.66,6.58,0.1,0.08,0.13,104.77825,32.161,479091.1873925787,3558303.093064524,1.4,480766.72948082327,3559297.3940288713,478120.89061700297,3556531.601661867,226.26980274700625,69.50038624417346,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1327.097019173464,636.9666585323744,-0.45100000000000007,0.0,0.0,0.0,0.0
33,2094,104.76799999999999,32.145,0.0,104.741,32.12,0.0,104.734,32.126999999999995,2.8,104.76100000000001,32.152,2.8,4.93,4.11,6.42,0.08,0.05,0.09,104.751,32.135999999999996,476515.3692768675,3555537.573857895,1.4,478120.89061700297,3556531.601661867,475567.9450691365,3553766.2748865318,227.28684897088397,70.15063858789588,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1324.0604671438923,633.7064737745741,-0.45100000000000007,0.0,0.0,0.0,0.0
34,2095,104.741,32.12,0.0,104.714,32.095,0.0,104.706,32.102,2.8,104.734,32.126999999999995,2.8,3.6,4.91,6.09,0.06,0.09,0.11,104.72375,32.111000000000004,473938.1511498808,3552772.7108006086,1.4,475567.9450691365,3553766.2748865318,473013.6131195958,3551001.592049675,227.26469400091057,69.52174133026996,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1321.022264684481,630.4470625308677,-0.45100000000000007,0.0,0.0,0.0,0.0
35,2096,104.714,32.095,0.0,104.686,32.07,0.0,104.679,32.077,2.8,104.706,32.102,2.8,3.45,6.84,7.66,0.07,0.08,0.11,104.69625,32.086,471335.9422983457,3550008.569464865,1.4,473013.6131195958,3551001.592049675,470363.51182848494,3548237.82653265,226.20274916799886,69.49232272615994,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1317.9546014355496,627.1885021022881,-0.45100000000000007,0.0,0.0,0.0,0.0
36,2097,104.686,32.07,0.0,104.65899999999999,32.045,0.0,104.652,32.052,2.8,104.679,32.077,2.8,4.11,7.17,8.27,0.08,0.08,0.11,104.669,32.061,468755.9213011728,3547245.022120206,1.4,470363.51182848494,3548237.82653265,467806.3848719709,3545474.452588447,227.21993536616645,70.14251333284618,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1314.91309475947,623.9306419113623,-0.45100000000000007,0.0,0.0,0.0,0.0
37,2098,104.65899999999999,32.045,0.0,104.632,32.02,0.0,104.625,32.027,2.8,104.652,32.052,2.8,5.65,6.17,8.36,0.1,0.12,0.16,104.642,32.036,466198.1087002632,3544482.050134698,1.4,467806.3848719709,3545474.452588447,465247.8750989262,3542711.720083293,227.1978628529948,70.13980533386156,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1311.8977688724508,620.6734599934812,-0.45100000000000007,0.0,0.0,0.0,0.0
38,2099,104.632,32.02,0.0,104.605,31.995,0.0,104.59700000000001,32.001999999999995,2.8,104.625,32.027,2.8,8.35,4.93,9.7,0.11,0.1,0.15,104.61475000000002,32.010999999999996,463615.3025191557,3541719.8032723614,1.4,465247.8750989262,3542711.720083293,462687.9836984869,3539949.628185855,227.17581770391257,69.51062656479526,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1308.8529788294763,617.4171329008013,-0.45100000000000007,0.0,0.0,0.0,0.0
39,2100,104.605,31.995,0.0,104.57799999999999,31.97,0.0,104.57,31.976999999999997,2.8,104.59700000000001,32.001999999999995,2.8,8.25,4.29,9.3,0.07,0.12,0.14,104.5875,31.986,461031.1023142464,3538958.2083458486,1.4,462687.9836984869,3539949.628185855,460126.7118582435,3537188.1760623762,227.15379991955692,68.88638514138218,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1305.8065454151083,614.1615743550296,-0.45100000000000007,0.0,0.0,0.0,0.0
40,2101,104.57799999999999,31.97,0.0,104.55,31.945,0.0,104.54299999999999,31.951999999999998,2.8,104.57,31.976999999999997,2.8,7.09,5.7,9.1,0.11,0.11,0.16,104.56025,31.961,458445.50927822647,3536197.2645050767,1.4,460126.7118582435,3537188.1760623762,457469.5477890568,3534427.7552047027,226.0919001803441,69.47888256652925,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1302.7584700353736,610.9067833540298,-0.45100000000000007,0.0,0.0,0.0,0.0
41,2102,104.55,31.945,0.0,104.523,31.92,0.0,104.516,31.927,2.8,104.54299999999999,31.951999999999998,2.8,5.91,6.41,8.72,0.07,0.08,0.11,104.533,31.936,455858.52460218343,3533436.970897512,1.4,457469.5477890568,3534427.7552047027,454905.49288267776,3531667.60350726,227.10931750225288,70.12897139390273,bei_b,0.0,0.0,0.0,0.0,0.0,0.0,1299.7087540944094,607.6527588927761,-0.45100000000000007,0.0,0.0,0.0,0.0
42,2103,105.833,32.907,2.8,105.8,32.884,2.8,105.788,32.891999999999996,5.5,105.822,32.915,5.5,1.0,1.0,1.41,0.03,0.0,0.03,105.81075,32.8995,575823.6806552123,3640436.9946552473,4.15,577898.0574835318,3641284.6834107605,574831.3127689365,3638710.947005508,220.0047364518236,63.12367385005466,bei_b,686.9438382416663,2104.080703756217,2580.834231052015,-776.5889195065595,-3031.6178493101893,895.6598068138643,1441.1319531428135,733.7917658839824,2.2990000000000004,-188.67291302625483,1494.3560348515632,-1313.4963842541165,2102.7697081060683
43,2104,105.8,32.884,2.8,105.76700000000001,32.861999999999995,2.8,105.755,32.87,5.5,105.788,32.891999999999996,5.5,0.0,0.0,0.0,0.0,0.05,0.05,105.7775,32.876999999999995,572732.3452520986,3637919.1796516487,4.15,574831.3127689365,3638710.947005508,571762.1657649679,3636249.064095277,218.7344639503394,62.735511075909685,bei_b,1851.2781895033922,2748.2882118270973,-638.3420052571219,559.077335888159,-249.80552068688132,-2477.8223538167917,1437.487673783508,730.8235919230065,2.2990000000000004,2279.0501036834994,147.94794545479272,-1238.3869461364297,-120.23688434012479
44,2105,105.76700000000001,32.861999999999995,2.8,105.734,32.839,2.8,105.72200000000001,32.847,5.5,105.755,32.87,5.5,0.0,0.01,0.01,0.0,0.04,0.04,105.7445,32.8545,569662.8298083773,3635402.534745938,4.15,571762.1657649679,3636249.064095277,568692.2633774069,3633677.309393626,219.95397739082432,62.61855502169825,bei_b,-721.914897078623,867.693641257845,-2352.2346758403005,-1694.5561379962223,-1488.1176642165126,-938.2044953459726,1433.869117297092,727.8567973541144,2.2990000000000004,325.9441580583474,1925.3793855133904,-1728.7770157205105,2392.04934764305
45,2106,105.734,32.839,2.8,105.70100000000001,32.816,2.8,105.689,32.824,5.5,105.72200000000001,32.847,5.5,0.0,0.0,0.0,0.0,0.03,0.03,105.7115,32.8315,566592.1272356698,3632831.4489021255,4.15,568692.2633774069,3633677.309393626,565620.7662308915,3631106.544377407,219.9284753722861,62.61627319634504,bei_b,3272.7045492948796,1841.482907691633,1679.003151600136,7374.065447486668,-1383.208272304801,3775.741144151407,1430.2491613411603,724.8258240530058,2.2990000000000004,-6098.375450034142,-544.5129659307792,2702.000732077917,6415.345702447806
46,2107,105.70100000000001,32.816,2.8,105.66799999999999,32.794000000000004,2.8,105.656,32.802,5.5,105.689,32.824,5.5,0.0,0.0,0.0,0.0,0.01,0.01,105.6785,32.809,563519.4746286424,3630316.782118709,4.15,565620.7662308915,3631106.544377407,562546.9753872029,3628647.6275746594,218.65849123605275,62.72917345551114,bei_b,3535.634336013492,4015.1625061146106,7728.763876610449,231.43713467026964,295.69894671584717,5656.994660294166,1426.626906550293,721.8613614310893,2.2990000000000004,1695.0826409125725,192.5631625699948,1945.951210610824,938.4060364412558
47,2108,105.66799999999999,32.794000000000004,2.8,105.635,32.771,2.8,105.624,32.779,5.5,105.656,32.802,5.5,0.0,0.02,0.02,0.0,0.02,0.02,105.64575,32.7865,560468.6744741744,3627803.2455376713,4.15,562546.9753872029,3628647.6275746594,559472.3270936739,3626078.8381015337,219.87788761570167,63.11261265502693,bei_b,-759.4455387457913,7837.1462240121955,2649.082616214186,5275.18306659737,483.8200927823927,-102.84935655039452,1423.0304129375018,718.8982311696795,2.2990000000000004,-1027.9068699410475,-2301.6574795142596,-2831.1891916971404,4265.478065702736
48,2109,105.635,32.771,2.8,105.602,32.748000000000005,2.8,105.59100000000001,32.756,5.5,105.624,32.779,5.5,0.0,0.01,0.01,0.0,0.08,0.08,105.613,32.7635,557416.6497712942,3625235.2513585463,4.15,559472.3270936739,3626078.8381015337,556396.0873565071,3623511.0352002056,219.85247239224603,63.615664917129365,bei_b,-1308.2373617057488,3257.9385955744538,-531.0739211418235,435.81274276008,-540.4831605362214,1909.6078429196248,1419.4324757425943,715.8709025361136,2.2990000000000004,-1298.783930471887,1257.7959146821527,-1445.0021283866681,2695.0160914202606
49,2110,105.602,32.748000000000005,2.8,105.569,32.726,2.8,105.55799999999999,32.734,5.5,105.59100000000001,32.756,5.5,0.0,0.29,0.29,0.0,0.15,0.15,105.58,32.741,554339.3198841829,3622723.529190912,4.15,556396.0873565071,3623511.0352002056,553317.6620975325,3621055.075336217,218.58277673798,63.70406853646725,bei_b,-88.42007579496308,-6622.871339241529,4917.874954950698,-14.47527757177987,-1663.1577027453402,7149.888612784986,1415.8047070514071,712.9099112303493,2.2990000000000004,-5711.85884394632,506.4908508575181,4869.590617576966,8322.975370217247
50,2111,105.569,32.726,2.8,105.536,32.703,2.8,105.525,32.711,5.5,105.55799999999999,32.734,5.5,0.0,1.14,1.14,0.0,0.15,0.15,105.547,32.7185,551260.4349566828,3620212.7912991936,4.15,553317.6620975325,3621055.075336217,550238.2776864993,3618489.241770072,219.80205587275088,63.61129444883301,bei_b,3541.1736076070233,1257.1458769013102,10481.003887159251,1034.9828627586244,-598.6212366547926,1661.0611932771717,1412.1751051713704,709.9500802569132,2.2990000000000004,2131.23139693984,-2619.6074631531806,1570.3920249260664,1775.5162875515678
51,2112,105.536,32.703,2.8,105.50299999999999,32.68,2.8,105.492,32.688,5.5,105.525,32.711,5.5,0.0,1.76,1.76,0.0,0.14,0.14,105.514,32.6955,548180.2646416986,3617647.608368466,4.15,550238.2776864993,3618489.241770072,547157.3051206403,3615924.391638077,219.7767274111181,63.609054668272954,bei_b,721.344062589034,6865.173236978103,2286.272331613034,3288.6472505520414,-366.4369035448394,810.4114570399853,1408.543987987924,706.9260657168293,2.2990000000000004,-183.75079364940075,-425.52165272182697,-1999.3696152315815,2154.4000634866165
52,2113,105.50299999999999,32.68,2.8,105.47,32.658,2.8,105.459,32.666,5.5,105.492,32.688,5.5,0.79,0.69,1.05,0.04,0.07,0.08,105.48100000000001,32.673,545098.2553609128,3615138.83625023,4.15,547157.3051206403,3615924.391638077,544074.2547920765,3613471.379474994,218.507320350494,63.69783892796799,bei_b,177.95378662721112,-13541.862268713765,2640.9996766945173,2935.6359007348674,924.4083113257152,-194.6617184735041,1404.9107029047705,703.9685521327388,2.2990000000000004,-5240.613250094134,-4740.28081778313,6771.3187712839745,11410.020987402375
53,2114,105.47,32.658,2.8,105.43700000000001,32.635,2.8,105.425,32.643,5.5,105.459,32.666,5.5,0.0,0.0,0.0,0.0,0.0,0.0,105.44775,32.6505,541991.2482832753,3612630.946422192,4.15,544074.2547920765,3613471.379474994,540990.1439726638,3610908.492423083,219.72648206133462,63.09920951807589,bei_b,-681.2531908870858,-1871.7186448845741,9946.08126518485,87.21683601188032,-147.10930317500848,-1727.0634763865332,1401.247948694779,701.0120786531779,2.2990000000000004,1838.7680467545817,-5103.87962319466,-107.4291912421046,4001.749283513396
